Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
4f2bb9e8-ffaf-e779-afc8-2e15d8c50ede,1987-12-14,,999-61-2035,S99962535,X37169173X,Ms.,Aida517,Mindi87,Hammes673,,,S,black,nonhispanic,F,Lowell  Massachusetts  US,400 Gulgowski Neck Apt 1,Chelsea,Massachusetts,Suffolk County,25025,02151,42.406263252308676,-71.07845264602977,161586.77,301264.11,31110
0a00355f-32ba-f353-ef52-27572048581d,2001-10-01,,999-86-5642,S99959928,X22161300X,Mr.,Faustino767,,Koss676,,,,white,nonhispanic,M,Westborough  Massachusetts  US,616 Buckridge Boulevard Suite 63,Norfolk,Massachusetts,Norfolk County,,00000,42.155295028973406,-71.32180780899722,126796.94,616395.73,418448
7f14b79e-5d9f-be0c-9769-8b4e97f8fbf1,2001-04-10,,999-37-8435,S99926827,X67369474X,Ms.,Agustina460,Crista774,Murphy561,,,,white,nonhispanic,F,Franklin  Massachusetts  US,867 Langosh Neck,Boston,Massachusetts,Suffolk County,25025,02120,42.3429703877878,-71.08017142658066,6761.61,146303.53,13669
a375d544-ab96-e601-1ab5-f051d1a8eef1,2000-06-08,,999-26-7179,S99932426,X61636293X,Ms.,Robbie31,,Macejkovic424,,,,white,nonhispanic,F,Northbridge  Massachusetts  US,704 Barrows Corner Apt 80,Springfield,Massachusetts,Hampden County,25013,01020,42.046862587432564,-72.50913030747878,122582.91,1056646.42,32903
4ee9eca2-0e19-76bd-8e45-0bf0010b8293,1977-10-24,,999-41-6286,S99949113,X81894820X,Mrs.,Andrew29,Freeda113,Nicolas769,,Dach178,M,white,nonhispanic,F,Northborough  Massachusetts  US,992 Wiza Road Suite 1,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.984107996382676,-70.95428853810127,826872.33,347439.51,99224
4ff90ea9-3485-4a12-0d66-aee818311562,1993-03-01,2022-05-23,999-42-7890,S99951001,X64294840X,Mrs.,Brinda322,Nena266,Veum823,,Hahn503,M,white,nonhispanic,F,Belchertown  Massachusetts  US,654 Prohaska Parade Unit 65,Boston,Massachusetts,Suffolk County,25025,02131,42.25111700677187,-71.05690990911145,96792.53,158620.51,70756
c0d88d51-c6a3-3c1e-7cf5-2e86f7adb03b,2002-06-17,,999-44-2403,S99928587,X51345971X,Ms.,Onie555,Jasmine145,Turcotte120,,,,white,nonhispanic,F,Franklin  Massachusetts  US,882 Jakubowski Lane Suite 98,Manchester-by-the-Sea,Massachusetts,Essex County,,00000,42.55724291306966,-70.77021179405043,134086.70,550221.14,816461
f7f0f4dc-f767-37ed-0f00-0e9afa7baa68,2006-02-24,,999-97-3841,S99952472,,Ms.,Vanita165,Dimple273,Ebert178,,,,white,nonhispanic,F,East Longmeadow  Massachusetts  US,227 Beer Estate Unit 41,Haverhill,Massachusetts,Essex County,25009,01830,42.83880399927757,-71.04060036051916,6086.41,284908.35,18796
787daa40-12d5-da12-5bae-24d1ea075f0f,1973-12-12,,999-84-6320,S99925165,X6171280X,Mrs.,Marianna323,Domenica436,Satterfield305,,Wuckert783,M,white,nonhispanic,F,Fall River  Massachusetts  US,465 Kemmer Bay Suite 4,Franklin,Massachusetts,Norfolk County,25021,02038,42.08224658373334,-71.41005899368717,845362.72,294529.08,87729
8a7c7f77-fc67-6853-e8d6-b2aabef1f0a7,1993-03-01,,999-43-4846,S99956815,X71057027X,Mrs.,Katina266,Kacie297,Bosco882,,Zulauf375,M,white,nonhispanic,F,Plymouth  Massachusetts  US,370 Littel Haven,Boston,Massachusetts,Suffolk County,25025,02135,42.313444068811485,-71.12029150952,168275.22,335062.08,70756
88216e32-4edf-9c19-0838-18dae884e8cc,1968-06-25,,999-45-5751,S99966790,X37324651X,Mr.,Anibal473,Aaron697,Kemmer137,,,M,white,nonhispanic,M,Norwood  Massachusetts  US,961 Keeling Run Apt 40,Natick,Massachusetts,Middlesex County,,00000,42.251154540229585,-71.33196374139891,146077.06,134522.97,29239
0fd26182-0710-4d75-390b-42bea0f2b5db,1957-10-28,,999-11-5068,S99986328,X12847074X,Mrs.,Camila223,Tammara379,Ledner144,,Kris249,M,white,nonhispanic,F,Plymouth  Massachusetts  US,982 Morissette Run,Reading,Massachusetts,Middlesex County,25017,01801,42.4591063009836,-71.18096503059157,164475.04,666794.58,179097
a1d5c501-7395-c679-517f-2e4b7c525ab9,1954-11-03,,999-58-8512,S99990521,X7272286X,Mrs.,Kathline630,Kim439,King743,,Hackett68,D,white,nonhispanic,F,Duxbury  Massachusetts  US,792 Kessler Run,Seekonk,Massachusetts,Bristol County,,00000,41.87975111488349,-71.30273830671032,395980.00,1054524.74,149896
adbf4685-85fa-3c2f-6907-3b62ab284291,1968-07-31,,999-88-2658,S99964417,X68514150X,Mrs.,Sheree902,Easter642,Ullrich385,,McCullough561,D,white,nonhispanic,F,Gloucester  Massachusetts  US,574 Pacocha Fort Suite 78,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.68925930354141,-70.22096627441277,263164.32,4256.89,72856
66d69932-0488-3b8d-ac35-a1d2a0a5265e,1966-06-06,,999-32-6489,S99940628,X66511255X,Ms.,Vanessa263,Tova870,Kreiger457,,,S,white,nonhispanic,F,Hampden  Massachusetts  US,699 Kling Avenue,Holyoke,Massachusetts,Hampden County,25013,01040,42.16690204176723,-72.65575014472633,564338.19,240805.23,52301
e465d33b-70d3-d2b9-11c8-b10b5e16b62e,1993-01-03,,999-13-4572,S99953724,X81834017X,Mr.,Jacques50,Orval846,Brekke496,,,S,white,nonhispanic,M,Auburn  Massachusetts  US,692 Funk Lane Apt 44,Billerica,Massachusetts,Middlesex County,,00000,42.57042885730491,-71.2217192428491,163281.90,0.00,49856
b0d78e78-ebf9-fe81-122c-eb24e2e749ad,1992-05-11,,999-87-9691,S99971190,X59910396X,Mrs.,Lashon823,Suzie388,Lehner980,,Jast432,M,white,nonhispanic,F,Boston  Massachusetts  US,965 Gislason Camp Unit 64,Westford,Massachusetts,Middlesex County,,00000,42.5645428739111,-71.48182737173165,93006.47,374169.46,453800
cc5cdd51-985c-7827-1f05-d5d42f0463a8,2005-09-16,,999-16-9790,S99954844,,Ms.,Germaine912,Adelaide981,Feil794,,,,white,hispanic,F,Boston  Massachusetts  US,477 Kuvalis Vista,Acton,Massachusetts,Middlesex County,,00000,42.46949761562182,-71.43033494112444,96061.18,0.00,118685
83ecc9c0-f3ba-7a02-8d2b-d477f84d7e5e,1971-02-06,,999-19-2055,S99992490,X63908884X,Ms.,Genny123,Nieves278,Streich926,,,S,white,nonhispanic,F,Granby  Massachusetts  US,745 Wisozk Promenade Suite 50,Duxbury,Massachusetts,Plymouth County,25023,02332,42.042934260729766,-70.65703940203282,764218.53,600904.79,99229
5e8d1539-3554-0f63-431e-975061bc38e5,1985-04-11,,999-37-9376,S99948193,X34790027X,Mrs.,Kirsten270,Meggan475,McGlynn426,,Wilderman619,M,white,nonhispanic,F,Quincy  Massachusetts  US,345 Kautzer Avenue Suite 34,Dartmouth,Massachusetts,Bristol County,,00000,41.60217797403482,-70.94535829351149,434114.86,846866.12,71470
d3f230ee-842b-fa69-e38b-e4e862057e25,2009-05-27,,999-36-8970,S99972341,,,Terry864,,Simonis280,,,,hawaiian,nonhispanic,F,Barnstable  Massachusetts  US,410 Hudson Center Apt 35,Pembroke,Massachusetts,Plymouth County,,00000,42.11095185215915,-70.77529119050332,45663.77,7888.47,436893
9ac6aed5-9b2e-b4c5-d05a-e669a9a68540,2005-04-16,,999-98-1718,S99945624,X62182876X,Mr.,Dana512,,Boyer713,,,,white,nonhispanic,M,Ludlow  Massachusetts  US,1044 Brekke Harbor Apt 52,Marion,Massachusetts,Plymouth County,,00000,41.66181157034116,-70.75606497565423,56100.03,44001.45,52668
2d11128a-82e5-3e38-a0b5-2e7bf7d5e378,1970-09-19,,999-35-1334,S99957531,X85896476X,Mr.,Terence292,Clifford177,McGlynn426,,,M,white,nonhispanic,M,Stoneham  Massachusetts  US,879 Lowe Mission Apt 55,Marlborough,Massachusetts,Middlesex County,25017,01752,42.331726107147205,-71.50080879854382,214556.08,65607.26,146699
bb090f3b-7bac-01f7-e262-6b026db13df8,1976-02-28,,999-49-6085,S99984760,X425303X,Mrs.,Alexia646,Rosalva540,Vandervort697,,Pfeffer420,M,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,525 Sipes Divide Unit 42,Boylston,Massachusetts,Worcester County,,00000,42.377213301018536,-71.66973586759093,293512.76,757931.51,26063
